"Story","Title","Result","Date","Stability","Duration (s)"
"Iniciar sesion en AutomationPractice","Iniciar sesion con credentiales validas","PENDING","2021-03-29T00:44:11.1504256-05:00[America/Bogota]","0.0","0.2"
